"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH1"
"3290",0.06,"E 14TH AVE","E","4  Minor Arterial",32,4,2,10,6200,3,5.25
"3291",0.11,"N WILLIAMS ST","N","5  Major Collector",48,4,2,10,920,3,1.75
"3292",0.06,"W 50TH AVE","W","5  Major Collector",36,4,2,10,3700,3,0.41
"3293",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",48,4,4,10,23000,1,3.265
"3294",0.03,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,22000,3,3.03
"3295",0.06,"E MONTVIEW BLVD","E","5  Major Collector",44,4,2,10,7900,3,0.36
"3296",0.13,"N BROADWAY","N","5  Major Collector",38,4,2,11,4300,3,0.425
"3297",0.09,"S RALEIGH ST","S","5  Major Collector",44,4,2,11,3600,3,1.25
"3298",0.06,"E IOWA AVE","E","5  Major Collector",30,4,2,10,4100,3,0.24
"3299",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,10000,3,2.36
"3300",0.02,"W 26TH AVE","W","4  Minor Arterial",32,1,2,10,7100,3,0.91
"3301",0.06,"E 14TH AVE","E","4  Minor Arterial",36,4,3,10,8700,1,2.03
"3302",0.06,"W 29TH AVE","W","4  Minor Arterial",44,4,2,10,8500,3,1.145
"3303",0.11,"E 18TH AVE","E","4  Minor Arterial",40,2.5,2,10,9700,3,0.11
"3304",0.01,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,22000,3,2.8
"3305",0.1,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",62,4,4,10,32000,3,0.6
"3306",0.06,"E 29TH AVE","E","5  Major Collector",40,4,2,11,3400,3,0.46
"3307",0.06,"W FLORIDA AVE","W","4  Minor Arterial",48,4,4,10,12000,1,2.5
"3308",0.07,"E 16TH AVE","E","5  Major Collector",36,4,2,12,3600,3,1.02
"3309",0.34,"ARKINS CT","NE","5  Major Collector",38,1,2,12,1800,3,0.75
"3310",0.04,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,23000,3,1.44
"3311",0.02,"S YOSEMITE ST","S","4  Minor Arterial",20,4,4,10,27000,1,1.9
"3312",0.04,"W 8TH AVE","W","4  Minor Arterial",50,4,2,10,11000,3,3.87
"3313",0.06,"N PECOS ST","N","4  Minor Arterial",34,4,2,10,14000,3,1.8
"3314",0.06,"W 46TH AVE","W","5  Major Collector",50,4,2,10,5600,3,2.55
"3315",0.04,"W JEWELL AVE","W","4  Minor Arterial",48,4,2,12,12000,0,2.18
"3316",0.045,"CHAMPA ST","NE","4  Minor Arterial",36,4,1,12,7800,2,0.675
"3317",0.02,"N BROADWAY","N","3  Principal Arterial - Other",66,2.5,4,10,15000,0,1.1
"3318",0.13,"S DOWNING ST","S","4  Minor Arterial",36,4,2,10,16000,3,2.97
"3319",0.13,"E ALBROOK DR","E","5  Major Collector",44,4,2,11,11000,1,0.44
"3320",0.06,"19TH ST","NW","4  Minor Arterial",52,4,4,10,7100,2,0.65
"3322",0.04,"E SPEER BLVD","SE","3  Principal Arterial - Other",44,4,4,10,31000,1,0.7
"3323",0.05,"W JEWELL AVE","W","4  Minor Arterial",48,4,2,12,12000,0,1.93
"3324",0.05,"W JEWELL AVE","W","4  Minor Arterial",48,4,2,12,12000,0,2.34
"3325",0.06,"W MISSISSIPPI AVE","W","4  Minor Arterial",48,1,4,10,13000,3,0.56
"3326",0.04,"W EVANS AVE","W","3  Principal Arterial - Other",60,4,4,10,30000,0,1.24
"3327",0.06,"S DAHLIA ST","S","5  Major Collector",36,4,2,12,4000,3,0.72
"3328",0.08,"W 38TH AVE","W","4  Minor Arterial",68,4,4,10,21000,3,0.38
"3329",0.06,"E 6TH AVENUE PKWY","E","4  Minor Arterial",140,4,4,10,17000,1,0.63
"3330",0.06,"E 13TH AVE","E","4  Minor Arterial",36,4,3,10,10000,3,0.82
"3331",0.08,"N ZUNI ST","N","5  Major Collector",28,2.5,2,11,4400,3,1.22
"3332",0.02,"E 17TH AVE","E","5  Major Collector",68,4,4,12,23000,3,1.75
"3333",0.06,"W FLORIDA AVE","W","4  Minor Arterial",48,4,4,10,12000,1,2.72
"3335",0.06,"S DAHLIA ST","S","5  Major Collector",40,4,2,12,4900,3,0.49
"3336",0.03,"W 32ND AVE","W","4  Minor Arterial",38,2.5,2,10,7200,3,0.28
"3337",0.09,"E ANDREWS DR","E","5  Major Collector",94,4,2,10,4900,3,0.93
"3338",0.01,"22ND ST","NW","3  Principal Arterial - Other",48,2.5,4,10,21000,1,0.31
"3339",0.08,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,4,12,25000,0,2.2
"3340",0.12,"S SAINT PAUL ST","S","5  Major Collector",30,4,2,10,3200,3,0.5
"3341",0.08,"W DICK CONNOR AVE","E","5  Major Collector",76,4,3,12,7100,3,0.08
"3342",0.071,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",48,4,4,10,26000,1,3.6
"3343",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,6900,3,3.72
"3344",0.01,"S ULSTER ST","S","4  Minor Arterial",100,4,4,11,11000,2,0.63
"3345",0.02,"N BROADWAY","N","3  Principal Arterial - Other",72,2.5,6,10,26000,1,1.49
"3346",0.06,"E FLORIDA AVE","E","4  Minor Arterial",30,2.5,2,10,5500,3,0.655
"3347",0.11,"W KENTUCKY AVE","W","5  Major Collector",36,4,2,10,5300,3,1.09
"3348",0.04,"E EVANS AVE","E","3  Principal Arterial - Other",52,4,4,10,29000,0,0.24
"3349",0.04,"N QUEBEC ST","N","4  Minor Arterial",40,4,2,10,25000,3,0.78
"3350",0.02,"S SYRACUSE ST","S","5  Major Collector",36,4,4,11,12000,3,0.42
"3351",0.06,"E 31ST AVE","E","4  Minor Arterial",44,2.5,2,12,6900,0,0.28
"3352",0.02,"N YORK ST","N","4  Minor Arterial",36,4,2,10,3400,3,4.06
"3353",0.02,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,4,10,26000,3,0.38
"3354",0.04,"E MISSISSIPPI AVE","NE","3  Principal Arterial - Other",60,4,4,11,21000,0,0.07
"3355",0.06,"W 14TH AVE","W","4  Minor Arterial",36,4,3,10,6600,1,0.39
"3356",0.08,"N ZUNI ST","N","5  Major Collector",38,2.5,2,11,11000,1,0.82
"3357",0.08,"N TEJON ST","N","5  Major Collector",44,2.5,2,10,4800,3,0.89
"3358",0.02,"S LOGAN ST","S","4  Minor Arterial",44,4,2,11,13000,3,0.69
"3359",0.09,"STOUT ST","NE","4  Minor Arterial",48,1,3,10,9100,1,0.69
"3360",0.07,"CHAMPA ST","NE","4  Minor Arterial",36,4,1,12,7800,2,0.79
"3361",0.11,"N CHAMBERS RD","N","4  Minor Arterial",24,4,2,10,30000,1,0.265
"3362",0.05,"N PEORIA ST","N","3  Principal Arterial - Other",84,2.5,6,11,10000,0,1.3
"3363",0.13,"N IRVING ST","N","5  Major Collector",28,4,2,10,2700,3,0.915
"3364",0.08,"E BUCHTEL BLVD","SE","5  Major Collector",30,4,2,15,11000,3,0.41
"3365",0.1,"S TEJON ST","S","5  Major Collector",36,4,2,10,3000,3,0.96
"3366",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",44,4,4,10,37000,0,1.94
"3367",0.06,"W EXPOSITION AVE","W","5  Major Collector",36,4,2,15,2300,3,0.56
"3368",0.06,"W 46TH AVE","W","5  Major Collector",38,4,2,10,5600,3,2.19
"3369",0.05,"E ALAMEDA AVE","E","3  Principal Arterial - Other",44,4,4,10,29000,0,1.7
"3371",0.06,"N KNOX CT","N","5  Major Collector",36,4,2,10,2100,3,0.5
"3372",0.06,"E MARTIN LUTHER KING JR BLVD","E","4  Minor Arterial",68,2.5,6,12,22000,1,1.1
"3373",0.05,"E 20TH AVE","E","4  Minor Arterial",44,4,3,10,2500,0,0.456
"3374",0.06,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other",34,2.5,2,10,8100,3,0.46
"3375",0.01,"S SYRACUSE WAY","S","4  Minor Arterial",24,4,2,10,10000,3,0.39
"3376",0.1,"N SPEER BLVD","NW","3  Principal Arterial - Other",40,1,8,12,31000,3,0.7
"3377",0.05,"E MAXWELL PL","E","5  Major Collector",60,2.5,2,10,4700,3,0.84
"3378",0.09,"E MISSISSIPPI AVE","NE","3  Principal Arterial - Other",60,4,6,11,21000,0,0.49
"3379",0.01,"N SPEER BLVD","N","3  Principal Arterial - Other",20,4,6,10,32000,3,2.435
"3380",0.21,"W GRANT RANCH BLVD","W","5  Major Collector",22,4,2,10,5500,3,0.324
"3381",0.15,"E 11TH AVE","E","4  Minor Arterial",36,4,2,10,12000,3,1.16
"3382",0.05,"E YALE AVE","E","4  Minor Arterial",50,4,4,10,14000,1,0.4
"3383",0.07,"BLAKE ST","NE","4  Minor Arterial",44,4,3,12,7800,0,2.15
"3384",0.05,"W MISSISSIPPI AVE","W","4  Minor Arterial",48,1,4,10,13000,3,0.74
"3385",0.043,"N HAVANA WAY","NW","3  Principal Arterial - Other",28,4,2,10,18000,0,0.743
"3386",0.02,"N PECOS ST","N","4  Minor Arterial",54,4,4,10,14000,3,1.33
"3387",0.05,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,12,20000,3,1.05
"3388",0.12,"N EMERSON ST","N","4  Minor Arterial",32,4,2,14,1900,2,0.12
"3389",0.07,"E 1ST AVE","E","3  Principal Arterial - Other",62,4,6,10,41000,1,1.07
"3390",0.08,"E 47TH AVE","E","5  Major Collector",44,1,2,10,14000,3,0.633
"3392",0.05,"W DARTMOUTH AVE","W","5  Major Collector",44,4,2,11,12000,1,0.31
"3393",0.03,"N SPEER BLVD","NW","3  Principal Arterial - Other",72,4,5,10,31000,0,0.43
"3394",0.06,"N DAHLIA ST","N","5  Major Collector",30,1,2,10,5700,3,2.4
"3395",0.06,"E 6TH AVENUE PKWY","E","4  Minor Arterial",140,4,4,10,17000,1,0.15
"3396",0.18,"GREEN VALLEY RANCH BLVD","SE","4  Minor Arterial",36,4,2,11,12000,3,3.475
"3397",0.12,"S IRVING ST","S","5  Major Collector",40,2.5,2,10,4100,3,1.96
"3398",0.02,"S WASHINGTON ST","S","4  Minor Arterial",20,4,2,10,5300,3,1.57
"3399",0.06,"W 52ND AVE","W","5  Major Collector",34,4,2,10,3500,3,0.65
"3400",0.07,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other",68,4,4,12,20000,3,0.07
"3401",0.06,"W 50TH AVE","W","5  Major Collector",30,4,2,10,7100,1,0.06
"3402",0.27,"W QUINCY AVE","W","4  Minor Arterial",26,1,2,10,13000,3,1.28
"3403",0.1,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial",36,2.5,4,12,3200,0,3.765
"3404",0.09,"N QUEBEC ST","N","4  Minor Arterial",28,4,2,10,14000,2,1.65
"3405",0.07,"S EMERSON ST","S","4  Minor Arterial",32,4,1,12,1900,2,1.32
"3406",0.04,"S HOLLY ST","S","4  Minor Arterial",40,2.5,2,10,17000,3,1.42
"3407",0.06,"E 1ST AVE","E","5  Major Collector",36,4,2,10,4400,3,0.68
"3408",0.07,"E 1ST AVE","E","5  Major Collector",36,4,2,11,4400,3,0.07
"3410",0.07,"17TH ST","NW","4  Minor Arterial",52,1,5,10,5200,0,0.93
"3411",0.05,"S STEELE ST","S","5  Major Collector",20,4,2,10,3800,3,1.34
"3412",0.13,"E SMITH RD","E","4  Minor Arterial",22,1,2,10,5800,3,0.72
"3413",0.06,"28TH ST","NW","5  Major Collector",36,4,2,12,550,3,0.16
"3414",0.01,"N BROADWAY","N","3  Principal Arterial - Other",72,2.5,6,10,26000,1,1.6
"3415",0.09,"N YORK ST","N","4  Minor Arterial",44,4,4,10,14000,0,2.33
"3416",0.02,"N BROADWAY","N","3  Principal Arterial - Other",20,4,2,10,17000,1,0.47
"3417",0.06,"E YALE AVE","E","4  Minor Arterial",40,4,2,10,6600,1,1.228
"3418",0.015,"N SPEER BLVD","NW","3  Principal Arterial - Other",44,4,4,10,25000,1,0.2
"3419",0.04,"N WASHINGTON ST","N","3  Principal Arterial - Other",40,4,4,10,22000,0,0.44
"3420",0.08,"S DAHLIA ST","S","5  Major Collector",48,4,2,12,4900,3,1.25
"3421",0.07,"N BROADWAY","N","3  Principal Arterial - Other",72,2.5,5,10,33000,0,2.37
"3422",0.12,"S LIPAN ST","S","5  Major Collector",40,4,2,10,4700,3,0.31
"3423",0.06,"E 14TH AVE","E","4  Minor Arterial",32,4,2,10,6200,3,4.95
"3424",0.06,"E ILIFF AVE","E","5  Major Collector",32,4,2,10,4100,3,0.73
"3425",0.05,"E YALE AVE","E","4  Minor Arterial",40,4,2,10,6600,1,0.618
"3427",0.06,"S STEELE ST","S","5  Major Collector",32,4,2,10,5000,3,0.36
"3428",0.04,"E DARTMOUTH AVE","E","5  Major Collector",36,4,2,10,8500,3,0.28
"3430",0.06,"S MONACO STREET PKWY","S","4  Minor Arterial",78,1,4,10,26000,3,0.44
"3431",0.01,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,4,12,25000,0,2.61
"3432",0.08,"N SPEER BLVD","N","3  Principal Arterial - Other",20,4,8,12,31000,3,0.6
"3433",0.09,"LAWRENCE ST","NE","4  Minor Arterial",40,4,3,13,5400,1,0.765
"3434",0.08,"W COLFAX AVE","W","5  Major Collector",30,1,3,10,3200,3,0.22
"3435",0.1,"E YALE AVE","E","4  Minor Arterial",44,4,2,12,15000,3,0.29
"3436",0.02,"W EVANS AVE","W","3  Principal Arterial - Other",52,2.5,4,12,32000,1,0.22
"3437",0.06,"W 10TH AVE","W","5  Major Collector",32,4,2,10,5900,3,0.525
"3438",0.12,"S DAHLIA ST","S","5  Major Collector",36,4,2,12,4000,3,1
"3439",0.01,"E YALE AVE","E","4  Minor Arterial",44,4,4,10,20000,1,0.05
"3440",0.08,"W 6TH AVE","W","3  Principal Arterial - Other",60,4,5,10,30000,0,0.68
"3441",0.04,"N HAVANA WAY","NW","3  Principal Arterial - Other",28,4,2,10,18000,0,0.7
"3442",0.015,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",48,4,4,10,23000,1,3.4
"3443",0.09,"MARKET ST","NE","4  Minor Arterial",40,1,2,12,7100,1,0.74
"3444",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",44,4,4,10,24000,0,2.72
"3445",0.02,"E 75TH AVE","E","5  Major Collector",30,2.5,2,12,8700,2,1.36
"3446",0.06,"E 26TH AVE","E","5  Major Collector",60,4,2,10,5400,3,1.34
"3447",0.11,"N WASHINGTON ST","N","4  Minor Arterial",32,4,2,10,5400,3,0.52
"3448",0.1,"W 26TH AVE","W","5  Major Collector",36,1,2,10,11000,3,0.1
"3449",0.06,"E MISSISSIPPI AVE","E","5  Major Collector",30,4,2,13,890,3,0.41
"3450",0.04,"E BOLLING DR","E","5  Major Collector",40,4,2,12,6200,3,0.62
"3451",0.07,"AURARIA PKWY","NE","3  Principal Arterial - Other",44,1,3,11,34000,0,0.2
"3452",0.13,"N TOWER RD","N","4  Minor Arterial",24,2.5,4,10,26000,3,3.2
"3453",0.08,"N STEELE ST","N","5  Major Collector",40,4,2,10,6400,3,0.78
"3454",0.06,"W 14TH AVE","W","5  Major Collector",32,4,2,10,8400,3,0.73
"3455",0.12,"S WASHINGTON ST","S","4  Minor Arterial",32,4,2,10,5300,3,1.35
"3456",0.05,"E ANDREWS DR","SE","5  Major Collector",94,2.5,2,10,4900,3,0.98
"3457",0.08,"S PLATTE RIVER DR","S","5  Major Collector",26,4,3,10,9400,3,0.33
"3458",0.02,"N BROADWAY","N","3  Principal Arterial - Other",72,2.5,6,10,18000,1,1.29
"3459",0.07,"E 29TH AVE","E","5  Major Collector",40,4,2,11,3400,3,1.24
"3460",0.026,"E 56TH AVE","E","3  Principal Arterial - Other",32,4,2,10,19000,2,3.226
"3461",0.02,"E SPEER BLVD","E","3  Principal Arterial - Other",42,2.5,4,10,26000,2,0.08
"3462",0.06,"W 52ND AVE","W","5  Major Collector",34,4,2,10,3500,3,0.96
"3463",0.05,"W 14TH AVE","W","5  Major Collector",36,4,2,10,3800,3,0.05
"3464",0.03,"N MONACO ST","N","4  Minor Arterial",56,4,4,10,10000,3,3.785
"3465",0.022,"E 17TH AVE","E","5  Major Collector",68,4,4,12,23000,3,1.972
"3466",0.05,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,5,10,24000,3,0.87
"3467",0.14,"W 52ND AVE","W","5  Major Collector",34,2.5,2,10,3500,3,0.48
"3468",0.18,"S YOSEMITE ST","S","4  Minor Arterial",24,4,2,12,15000,3,0.84
"3469",0.19,"W 17TH AVE","W","5  Major Collector",40,4,2,12,7100,3,0.91
"3470",0.02,"W EVANS AVE","W","3  Principal Arterial - Other",52,2.5,4,12,30000,0,0.6
"3471",0.05,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial",26,2.5,2,12,11000,2,0.95
"3472",0.04,"S IRVING ST","S","5  Major Collector",40,2.5,2,10,4100,3,2.08
"3473",0.05,"N FOX ST","N","5  Major Collector",32,2.5,2,12,3900,0,0.51
"3474",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",48,4,4,10,23000,1,3.285
"3475",0.06,"E 13TH AVE","E","4  Minor Arterial",36,4,2,10,2600,3,4.635
"3476",0.07,"15TH ST","NW","4  Minor Arterial",52,2.5,5,10,11000,3,0.25
"3477",0.1,"BLAKE ST","NE","4  Minor Arterial",34,2.5,2,12,8300,1,1.88
"3478",0.05,"E 17TH AVENUE PKWY","E","5  Major Collector",152,4,4,10,19000,3,0.05
"3479",0.06,"E 26TH AVE","E","5  Major Collector",60,4,2,10,5400,3,1.58
"3480",0.08,"N LOWELL BLVD","N","5  Major Collector",36,4,2,12,12000,3,1.795
"3481",0.08,"N TEJON ST","N","5  Major Collector",44,2.5,2,10,4800,3,0.65
"3482",0.04,"MARKET ST","NE","4  Minor Arterial",40,4,2,12,7500,0,0.5
"3483",0.08,"N HOLLY ST","N","5  Major Collector",32,2.5,2,10,13000,3,0.91
"3484",0.08,"S EMERSON ST","S","4  Minor Arterial",32,4,1,12,1900,2,0.22
"3485",0.06,"W JEWELL AVE","W","5  Major Collector",48,1,2,10,6400,1,1.1
"3486",0.06,"W 1ST AVE","W","5  Major Collector",48,4,2,11,6200,3,0.32
"3487",0.06,"S HOLLY ST","S","5  Major Collector",44,2.5,2,10,15000,3,0.81
"3488",0.12,"S IRVING ST","S","5  Major Collector",40,4,2,10,4100,3,1.71
"3489",0.04,"N BROADWAY","N","3  Principal Arterial - Other",72,2.5,5,10,33000,0,2.3
"3490",0.08,"E 23RD AVE","E","4  Minor Arterial",44,2.5,4,10,13000,3,1.13
"3491",0.08,"E BUCHTEL BLVD","SE","5  Major Collector",36,4,3,11,7600,1,0.25
"3492",0.06,"E 13TH AVE","E","4  Minor Arterial",36,4,2,10,2600,3,4.515
"3493",0.12,"S DAYTON ST","S","5  Major Collector",26,2.5,2,13,8500,3,0.73
"3494",0.04,"LAWRENCE ST","NE","4  Minor Arterial",40,1,3,13,5400,1,0.405
"3495",0.06,"E DARTMOUTH AVE","E","5  Major Collector",36,4,2,10,8500,3,0.83
"3496",0.07,"E 11TH AVE","SE","5  Major Collector",40,4,2,10,6900,1,0.28
"3497",0.06,"E 35TH AVE","E","5  Major Collector",34,4,2,10,4700,3,2.55
"3498",0.03,"W FLORIDA AVE","W","4  Minor Arterial",48,4,4,10,10000,1,0.57
"3499",0.06,"E FLORIDA AVE","E","4  Minor Arterial",30,2.5,2,10,5500,3,0.295
"3500",0.09,"E BUCHTEL BLVD","SE","5  Major Collector",76,4,4,11,8800,1,1.28
"3501",0.08,"N TEJON ST","N","5  Major Collector",44,2.5,2,10,4800,3,0.57
"3502",0.06,"E MONTVIEW BLVD","E","5  Major Collector",44,4,2,10,7900,3,1.28
"3503",0.06,"E 17TH AVENUE PKWY","E","5  Major Collector",152,4,4,10,19000,3,0.86
"3504",0.07,"S EMERSON ST","S","4  Minor Arterial",32,4,1,12,1900,2,0.72
"3505",0.06,"W 44TH AVE","W","5  Major Collector",40,4,2,10,7800,3,0.18
"3506",0.105,"S LOWELL BLVD","S","5  Major Collector",44,4,2,10,2800,3,2.155
"3507",0.05,"N BROADWAY","N","3  Principal Arterial - Other",72,2.5,6,10,15000,0,1.27
"3508",0.01,"E ALAMEDA AVE","E","3  Principal Arterial - Other",44,4,4,10,29000,0,1.41
"3509",0.09,"N SPEER BLVD","NW","3  Principal Arterial - Other",48,1,4,12,32000,3,2.095
"3510",0.06,"S DAHLIA ST","S","5  Major Collector",40,4,2,12,4900,3,0.37
"3511",0.11,"N TEJON ST","N","5  Major Collector",36,4,2,18,990,3,0.5
"3512",0.06,"E 13TH AVE","E","4  Minor Arterial",36,4,3,10,10000,3,0.88
"3513",0.07,"E 19TH AVE","E","5  Major Collector",44,4,3,10,4600,1,0.07
"3514",0.02,"19TH ST","NW","4  Minor Arterial",52,2.5,3,10,5800,0,0.82
"3515",0.13,"N FRANKLIN ST","N","5  Major Collector",28,1,2,14,4100,3,0.29
"3516",0.02,"E YALE AVE","E","4  Minor Arterial",40,4,2,10,6600,1,1.038
"3517",0.12,"N JOSEPHINE ST","N","4  Minor Arterial",32,4,2,10,11000,2,1.545
"3518",0.08,"N PECOS ST","N","4  Minor Arterial",34,4,2,10,14000,3,0.56
"3519",0.12,"S WASHINGTON ST","S","4  Minor Arterial",32,4,2,10,5300,3,0.72
"3520",0.06,"W JEWELL AVE","W","5  Major Collector",48,1,2,10,6400,1,0.8
"3521",0.12,"S STEELE ST","S","5  Major Collector",36,4,2,10,5000,3,1.2
"3522",0.06,"W LOUISIANA AVE","W","5  Major Collector",40,4,2,10,4100,3,2.21
"3523",0.05,"E 8TH AVE","E","4  Minor Arterial",44,4,2,10,12000,1,0.735
"3524",0.04,"N SPEER BLVD","NW","3  Principal Arterial - Other",40,1,8,12,31000,3,0.5
"3525",0.05,"E ANDREWS DR","E","5  Major Collector",94,4,2,10,4900,3,0.32
"3526",0.02,"E EVANS AVE","E","3  Principal Arterial - Other",48,4,4,10,29000,0,0.82
"3527",0.05,"E ANDREWS DR","SE","5  Major Collector",44,4,2,10,4900,3,2.43
"3528",0.06,"N SPEER BLVD","NW","3  Principal Arterial - Other",44,4,4,10,25000,1,0.575
"3529",0.07,"E 38TH AVE","E","5  Major Collector",40,4,2,11,2200,3,1.22
"3530",0.02,"N LOGAN ST","N","4  Minor Arterial",52,1,2,12,12000,3,0.3
"3531",0.09,"S ZUNI ST","S","5  Major Collector",44,4,2,12,3300,3,1.898
"3532",0.06,"E 23RD AVE","E","4  Minor Arterial",48,4,3,10,11000,3,3.21
"3533",0.06,"W YALE AVE","W","4  Minor Arterial",36,1,2,10,9100,3,0.94
"3534",0.09,"N QUEBEC ST","N","4  Minor Arterial",36,4,2,10,25000,3,1.15
"3535",0.25,"N DAHLIA ST","N","5  Major Collector",30,1,2,10,5600,3,2.23
"3536",0.09,"W 2ND AVE","W","5  Major Collector",40,2.5,2,10,4200,3,0.25
"3537",0.06,"E HAPPY CANYON RD","SE","5  Major Collector",48,4,2,10,8400,3,0.36
"3538",0.06,"E 13TH AVE","E","4  Minor Arterial",36,4,2,10,2600,3,4.755
"3539",0.05,"E 46TH AVE","E","5  Major Collector",60,4,4,10,5100,3,0.495
"3540",0.12,"S WASHINGTON ST","S","4  Minor Arterial",32,4,2,10,5300,3,0.36
"3541",0.06,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,30000,1,1.38
"3542",0.06,"S IRVING ST","S","5  Major Collector",40,4,2,10,4100,3,0.49
"3543",0.12,"N OSAGE ST","N","5  Major Collector",36,4,2,10,6400,3,0.56
"3544",0.045,"N SPEER BLVD","NW","3  Principal Arterial - Other",60,4,8,12,27000,0,1.545
"3545",0.07,"E 17TH AVE","E","5  Major Collector",48,4,3,10,16000,3,0.35
"3546",0.12,"S LOGAN ST","S","4  Minor Arterial",62,4,2,10,13000,3,0.5
"3547",0.12,"S DOWNING ST","S","4  Minor Arterial",36,4,2,10,16000,3,2.72
"3548",0.085,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",130,4,4,10,33000,3,1.485
"3549",0.09,"N JOSEPHINE ST","NE","4  Minor Arterial",36,4,3,10,17000,3,0.09
"3550",0.06,"E 14TH AVE","E","4  Minor Arterial",30,4,2,10,8400,1,3.17
"3551",0.1,"CENTRAL ST","NE","5  Major Collector",40,4,2,10,11000,3,0.48
"3552",0.05,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",130,4,4,10,33000,3,0.75
"3553",0.06,"E 31ST AVE","E","4  Minor Arterial",32,4,2,10,6500,2,0.81
"3555",0.08,"W 46TH AVE","W","5  Major Collector",28,4,2,10,6500,3,0.54
"3556",0.094,"N DOWNING ST","N","4  Minor Arterial",34,2.5,2,10,4700,3,0.659
"3557",0.09,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,4,10,27000,1,3.09
"3558",0.12,"E 6TH AVENUE PKWY","E","4  Minor Arterial",140,4,4,10,17000,1,1.76
"3559",0.16,"E 40TH AVE","E","4  Minor Arterial",48,4,4,10,16000,1,0.6
"3560",0.06,"W 29TH AVE","W","4  Minor Arterial",36,4,2,10,8500,3,1.995
"3561",0.06,"S QUEBEC WAY","S","5  Major Collector",24,1,2,10,4700,3,0.09
"3562",0.03,"AURARIA PKWY","NE","3  Principal Arterial - Other",44,1,3,12,32000,3,0.73
"3563",0.02,"N IRVING ST","N","5  Major Collector",28,1,2,10,2700,3,0.505
"3564",0.02,"E MAXWELL PL","E","5  Major Collector",38,4,2,10,4700,3,0.93
"3565",0.06,"E 13TH AVE","E","4  Minor Arterial",44,4,3,10,10000,3,0.76
"3566",0.04,"N DOWNING ST","N","4  Minor Arterial",40,4,2,10,4700,3,1.759
"3567",0.07,"N CROWN BLVD","NE","5  Major Collector",36,4,2,10,2000,3,1.59
"3568",0.04,"N LOGAN ST","N","4  Minor Arterial",52,1,4,10,12000,3,0.46
"3569",0.03,"W EVANS AVE","W","3  Principal Arterial - Other",52,2.5,4,12,30000,0,0.63
"3570",0.06,"W 50TH AVE","W","5  Major Collector",30,4,2,10,7100,1,0.48
"3571",0.1,"E UNION AVE","NE","5  Major Collector",36,4,4,11,8100,3,1.12
"3572",0.1,"N PEORIA ST","N","3  Principal Arterial - Other",34,4,4,10,10000,0,1.8
"3573",0.01,"S QUEBEC ST","S","4  Minor Arterial",28,4,2,12,27000,3,1.175
"3574",0.068,"N HAVANA WAY","N","3  Principal Arterial - Other",20,4,2,10,18000,0,0.968
"3575",0.06,"E MISSISSIPPI AVE","E","5  Major Collector",36,4,2,10,5400,3,1.33
"3576",0.02,"E LOUISIANA AVE","E","5  Major Collector",40,4,2,10,3700,3,0.53
"3577",0.06,"E 26TH AVE","E","5  Major Collector",60,4,2,10,5400,3,0.48
"3578",0.1,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,5,10,35000,3,0.1
"3579",0.06,"W KENTUCKY AVE","W","5  Major Collector",36,4,2,10,2800,3,0.47
"3580",0.06,"W 35TH AVE","W","5  Major Collector",40,4,2,10,630,3,0.36
"3581",0.07,"E 35TH AVE","E","5  Major Collector",30,2.5,2,10,2100,3,1.13
"3582",0.1,"N UVALDA ST","N","5  Major Collector",60,4,2,10,2700,3,0.38
"3583",0.05,"E SPEER BLVD","SE","3  Principal Arterial - Other",44,4,4,10,26000,2,0.3
"3584",0.06,"E 24TH AVE","E","5  Major Collector",36,4,2,13,140,0,0.22
"3585",0.07,"E 3RD AVE","E","5  Major Collector",32,4,2,10,4600,3,0.13
